CustGroup,Customer,CustomerName,TransactionDate,InvoiceDescription,DetailLineCount,AmountDue,OriginalAmount,Tax,CollectedCheckDate,CollectedCheckNumber,CollectedCheckAmount,CollectedImage,Notes
1,216148,State of Washington      ,41670,41640,4,15736.98,15736.98,1227.48,41795.67089,9657,15736.98,Images\AR_20_216148_9657.pdf,
1,216148,State of Washington      ,41670,41640,4,3033.94,3033.94,263.96,41795.67089,5072,3033.94,Images\AR_20_216148_5072.pdf,
1,216148,State of Washington      ,41670,41640,4,11686.44,11686.44,1016.72,41795.67089,4409,11686.44,Images\AR_20_216148_4409.pdf,
1,216148,State of Washington      ,41670,41640,4,13574.82,13574.82,1058.84,41795.67089,8559,13574.82,Images\AR_20_216148_8559.pdf,
1,216148,State of Washington      ,41670,41640,4,1849.04,1849.04,144.22,41795.67089,3874,1849.04,Images\AR_20_216148_3874.pdf,
1,216148,State of Washington      ,41670,41640,4,9984.6,9984.6,778.8,41795.67089,9797,9984.6,Images\AR_20_216148_9797.pdf,
1,216148,State of Washington      ,41670,41640,4,2267.84,2267.84,176.9,41795.67089,7490,2267.84,Images\AR_20_216148_7490.pdf,
1,218615,Waterville School Distric,41670,41640,4,170526.12,170526.12,13983.14,41795.67089,3789,170526.12,Images\AR_20_218615_3789.pdf,
1,216148,State of Washington      ,41677,41671,4,10000,10000,870,41795.67089,4512,10000,Images\AR_20_216148_4512.pdf,
1,216148,State of Washington      ,41681,41671,4,36048.76,36048.76,2847.86,41795.67089,7532,36048.76,Images\AR_20_216148_7532.pdf,
1,216148,State of Washington      ,41681,41671,4,17376.02,17376.02,1372.7,41795.67089,2618,17376.02,Images\AR_20_216148_2618.pdf,
1,216148,State of Washington      ,41681,41671,4,19514.88,19514.88,1522.16,41795.67089,3434,19514.88,Images\AR_20_216148_3434.pdf,
1,217674,University of Washington ,41681,41671,4,634796.42,634796.42,51418.52,41795.67089,1352,634796.42,Images\AR_20_217674_1352.pdf,
1,216148,State of Washington      ,41698,41671,4,451154.96,451154.96,42859.72,41795.67089,116,451154.96,Images\AR_20_216148_116.pdf,
1,216148,State of Washington      ,41687,41671,4,274892.7,274892.7,26114.8,41795.67089,2266,274892.7,Images\AR_20_216148_2266.pdf,
1,216148,State of Washington      ,41691,41671,4,304908.84,304908.84,28966.34,41795.67089,8602,304908.84,Images\AR_20_216148_8602.pdf,
1,216148,State of Washington      ,41691,41671,4,96847.36,96847.36,9200.5,41795.67089,8456,96847.36,Images\AR_20_216148_8456.pdf,
1,216148,State of Washington      ,41695,41671,4,58071.02,58071.02,4994.1,41795.67089,6346,58071.02,Images\AR_20_216148_6346.pdf,
1,216148,State of Washington      ,41695,41671,4,14714.64,14714.64,1265.46,41795.67089,1822,14714.64,Images\AR_20_216148_1822.pdf,
1,216148,State of Washington      ,41695,41671,4,475701.6,475701.6,45191.66,41795.67089,3431,475701.6,Images\AR_20_216148_3431.pdf,
1,216148,State of Washington      ,41695,41671,4,115671.6,115671.6,10988.8,41795.67089,9834,115671.6,Images\AR_20_216148_9834.pdf,
1,216148,State of Washington      ,41695,41671,4,51422.36,51422.36,4473.74,41795.67089,3709,51422.36,Images\AR_20_216148_3709.pdf,
1,216148,State of Washington      ,41723,41699,4,51420.36,51420.36,4473.58,41795.67089,2616,51420.36,Images\AR_20_216148_2616.pdf,
1,216148,State of Washington      ,41695,41671,4,16760.14,16760.14,1458.14,41795.67089,8588,16760.14,Images\AR_20_216148_8588.pdf,
1,201375,Avista Corporation       ,41697,41671,4,271354.32,271354.32,23607.82,41795.67089,2780,271354.32,Images\AR_20_201375_2780.pdf,
1,201375,Avista Corporation       ,41697,41671,4,45424.96,45424.96,3951.98,41795.67089,2088,45424.96,Images\AR_20_201375_2088.pdf,
1,201375,Avista Corporation       ,41697,41671,4,544283.92,544283.92,47352.7,41795.67089,6595,544283.92,Images\AR_20_201375_6595.pdf,
1,216148,State of Washington      ,41697,41671,4,4630,4630,402.82,41795.67089,7344,4630,Images\AR_20_216148_7344.pdf,
1,216148,State of Washington      ,41697,41671,4,1627.02,1627.02,141.56,41795.67089,3109,1627.02,Images\AR_20_216148_3109.pdf,
1,216148,State of Washington      ,41697,41671,4,62322,62322,4923.44,41795.67089,944,62322,Images\AR_20_216148_944.pdf,
1,216148,State of Washington      ,41697,41671,4,3973.52,3973.52,313.9,41795.67089,7866,3973.52,Images\AR_20_216148_7866.pdf,
1,216148,State of Washington      ,41697,41671,4,36340.32,36340.32,2870.88,41795.67089,4602,36340.32,Images\AR_20_216148_4602.pdf,
1,216148,State of Washington      ,41697,41671,4,3888.96,3888.96,307.22,41795.67089,3666,3888.96,Images\AR_20_216148_3666.pdf,
1,216148,State of Washington      ,41697,41671,4,205979.3,205979.3,16272.36,41795.67089,3889,205979.3,Images\AR_20_216148_3889.pdf,
1,216148,State of Washington      ,41697,41671,4,48467.76,48467.76,3828.96,41795.67089,6454,48467.76,Images\AR_20_216148_6454.pdf,
1,216148,State of Washington      ,41697,41671,4,1196.5,1196.5,102.9,41795.67089,3328,1196.5,Images\AR_20_216148_3328.pdf,
1,216148,State of Washington      ,41698,41671,4,30604.74,30604.74,2632,41795.67089,5490,30604.74,Images\AR_20_216148_5490.pdf,
1,216148,State of Washington      ,41698,41671,4,43364.18,43364.18,3382.4,41795.67089,4063,43364.18,Images\AR_20_216148_4063.pdf,
1,216148,State of Washington      ,41698,41671,4,7752.04,7752.04,604.66,41795.67089,3609,7752.04,Images\AR_20_216148_3609.pdf,
1,216148,State of Washington      ,41698,41671,4,12623.1,12623.1,984.6,41795.67089,2369,12623.1,Images\AR_20_216148_2369.pdf,
1,216148,State of Washington      ,41698,41671,4,10753.42,10753.42,838.76,41795.67089,3958,10753.42,Images\AR_20_216148_3958.pdf,
1,216148,State of Washington      ,41698,41671,4,11312.92,11312.92,882.4,41795.67089,8437,11312.92,Images\AR_20_216148_8437.pdf,
1,216148,State of Washington      ,41698,41671,4,2267.84,2267.84,176.9,41795.67089,4860,2267.84,Images\AR_20_216148_4860.pdf,
1,216148,State of Washington      ,41698,41671,4,5132.44,5132.44,400.34,41795.67089,3512,5132.44,Images\AR_20_216148_3512.pdf,
1,216148,State of Washington      ,41698,41671,4,1429.02,1429.02,111.46,41795.67089,1262,1429.02,Images\AR_20_216148_1262.pdf,
1,216148,State of Washington      ,41698,41671,4,3712.24,3712.24,296.98,41795.67089,4576,3712.24,Images\AR_20_216148_4576.pdf,
1,216148,State of Washington      ,41698,41671,4,18002.8,18002.8,1440.22,41795.67089,2281,18002.8,Images\AR_20_216148_2281.pdf,
1,216148,State of Washington      ,41708,41699,4,5510.76,5510.76,440.86,41795.67089,6600,5510.76,Images\AR_20_216148_6600.pdf,
1,216148,State of Washington      ,41708,41699,4,17216.3,17216.3,1377.3,41795.67089,8921,17216.3,Images\AR_20_216148_8921.pdf,
1,216148,State of Washington      ,41708,41699,4,266351.34,266351.34,20775.4,41795.67089,9685,266351.34,Images\AR_20_216148_9685.pdf,
1,216148,State of Washington      ,41708,41699,4,98857.1,98857.1,7710.86,41795.67089,3690,98857.1,Images\AR_20_216148_3690.pdf,
1,216148,State of Washington      ,41710,41699,4,928374.56,928374.56,77983.46,41795.67089,8322,928374.56,Images\AR_20_216148_8322.pdf,
1,216148,State of Washington      ,41710,41699,4,239522.18,239522.18,20119.86,41795.67089,6407,239522.18,Images\AR_20_216148_6407.pdf,
1,217674,University of Washington ,41710,41699,4,132053.56,132053.56,12545.08,41795.67089,5351,132053.56,Images\AR_20_217674_5351.pdf,
1,212526,PACIFIC SCIENCE CENTER   ,41710,41699,4,284688.04,284688.04,27045.36,41795.67089,387,284688.04,Images\AR_20_212526_387.pdf,
1,216148,State of Washington      ,41723,41699,4,23209.22,23209.22,2204.88,41795.67089,4096,23209.22,Images\AR_20_216148_4096.pdf,
1,216148,State of Washington      ,41726,41699,4,18235.82,18235.82,1677.7,41795.67089,563,18235.82,Images\AR_20_216148_563.pdf,
1,216148,State of Washington      ,41723,41699,4,7535.48,7535.48,715.88,41795.67089,4975,7535.48,Images\AR_20_216148_4975.pdf,
1,216148,State of Washington      ,41726,41699,4,5920.72,5920.72,544.7,41795.67089,434,5920.72,Images\AR_20_216148_434.pdf,
1,215717,Seattle University       ,41717,41699,4,162699.62,162699.62,15456.46,41795.67089,6972,162699.62,Images\AR_20_215717_6972.pdf,
1,216148,State of Washington      ,41722,41699,4,119438.12,119438.12,11346.62,41795.67089,9103,119438.12,Images\AR_20_216148_9103.pdf,
1,216148,State of Washington      ,41722,41699,4,26043.9,26043.9,2474.18,41795.67089,8047,26043.9,Images\AR_20_216148_8047.pdf,
1,216148,State of Washington      ,41722,EP ACT              ,4,15778.8,15778.8,1498.98,41795.67089,2936,15778.8,Images\AR_20_216148_2936.pdf,
1,216148,State of Washington      ,41723,EP ACT              ,4,32773.08,32773.08,3015.12,41795.67089,2002,32773.08,Images\AR_20_216148_2002.pdf,
1,216148,State of Washington      ,41726,41699,4,13409.44,13409.44,1045.94,41795.67089,1292,13409.44,Images\AR_20_216148_1292.pdf,
1,205539,Edmonds School District #,41726,41699,4,20977.86,20977.86,1992.9,41795.67089,4836,20977.86,Images\AR_20_205539_4836.pdf,
1,216148,State of Washington      ,41726,41699,4,60701.46,60701.46,5159.62,41795.67089,4663,60701.46,Images\AR_20_216148_4663.pdf,
1,216148,State of Washington      ,41726,41699,4,15808.78,15808.78,1343.74,41795.67089,5578,15808.78,Images\AR_20_216148_5578.pdf,
1,216148,State of Washington      ,41726,41699,4,2825,2825,220.36,41795.67089,9871,2825,Images\AR_20_216148_9871.pdf,
1,216148,State of Washington      ,41726,41699,4,1133.92,1133.92,88.44,41795.67089,5319,1133.92,Images\AR_20_216148_5319.pdf,
1,217674,University of Washington ,41726,41699,4,281473.2,281473.2,22799.34,41795.67089,9842,281473.2,Images\AR_20_217674_9842.pdf,
1,216148,State of Washington      ,41726,41699,4,11393.86,11393.86,888.72,41795.67089,6917,11393.86,Images\AR_20_216148_6917.pdf,
1,217674,University of Washington ,41726,41699,4,19497.68,19497.68,1852.28,41795.67089,5482,19497.68,Images\AR_20_217674_5482.pdf,
1,216148,State of Washington      ,41726,41699,4,175943.08,175943.08,16714.6,41795.67089,3076,175943.08,Images\AR_20_216148_3076.pdf,
1,216148,State of Washington      ,41726,41699,4,52578,52578,4994.92,41795.67089,3041,52578,Images\AR_20_216148_3041.pdf,
101,200639,ARDEN/IPC YEON           ,41592,JB App# 1,6,1427.03,1427.03,102.03,41795.67089,6910,1427.03,Images\AR_101_200639_6910.pdf,
101,210819,MONONA GROVE SCHOOL DISTR,41597,JB App# 1,11,82955,82955,7197,41795.67089,5711,82955,Images\AR_101_210819_5711.pdf,
101,203085,CITY OF SEATTLE          ,41597,JB App# 1,13,342128.62,342128.62,29682.39,41795.67089,5207,342128.62,Images\AR_101_203085_5207.pdf,
101,218282,WINONA STATE UNIVERSITY  ,41597,JB App# 1,9,2116179.6,2116179.6,167579.6,41795.67089,8668,2116179.6,Images\AR_101_218282_8668.pdf,
101,205081,Douglas County School Dis,41597,JB App# 1,8,533025,533025,15525,41795.67089,9559,533025,Images\AR_101_205081_9559.pdf,
101,208701,Jiffy Lube               ,41597,JB App# 1,1,46150.3,48368.53,4003.91,41795.67089,9713,46150.3,Images\AR_101_208701_9713.pdf,
101,207156,HANCOCK FABRICS          ,41597,JB App# 1,3,689.85,759.85,59.85,41795.67089,8212,689.85,Images\AR_101_207156_8212.pdf,
101,201375,Avista Corporation       ,41597,JB App# 1,10,41713.62,41713.62,3338.62,41795.67089,636,41713.62,Images\AR_101_201375_636.pdf,
101,200010,**LAURIE GILLIS          ,41597,JB App# 1,5,41918.79,41936.79,3636.79,41795.67089,2483,41918.79,Images\AR_101_200010_2483.pdf,
101,204507,DEXTER PLACE             ,41597,JB App# 1,5,397375.58,438144.6,30454.45,41795.67089,3132,397375.58,Images\AR_101_204507_3132.pdf,
101,201375,Avista Corporation       ,41597,JB App #2,10,16685.45,16685.45,1335.45,41795.67089,4845,16685.45,Images\AR_101_201375_4845.pdf,
101,215732,Sellen Construction      ,41654,JB App# 6,9,194084,178677.12,13554.12,41795.67089,3238,194084,Images\AR_101_215732_3238.pdf,
101,200003,#1 Pro Nails             ,41705,JB App# 2,5,393673.94,433620.57,34154.36,41795.67089,8107,393673.94,Images\AR_101_200003_8107.pdf,
101,201813,BP WEST COAST PRODUCTS LL,41715,                    ,4,11365.1,11365.1,1079.68,41795.67089,1353,11365.1,Images\AR_201_201813_1353.pdf,
101,207662,Hines Global REIT        ,41715,                    ,4,16974,16974,1612.54,41795.67089,5272,16974,Images\AR_201_207662_5272.pdf,
101,218863,Woodinville Fire & Rescue,41718,                    ,4,871,871,74.9,41795.67089,8902,871,Images\AR_201_218863_8902.pdf,
101,210744,MICROSOFT C/O CBRE       ,41495,PO# CBRE#201908     ,4,11855.18,11855.18,1126.24,41795.67089,7556,11855.18,Images\AR_201_210744_7556.pdf,
101,210283,Love Culture             ,41159,                    ,2,8916.51,352.5,33.49,41795.67089,6407,8916.51,Images\AR_201_210283_6407.pdf,
101,219258,Nationwide Security & Bld,41535,                    ,6,5846.58,15799,44.18,41795.67089,6602,5846.58,Images\AR_201_219258_6602.pdf,
101,219008,Zillow                   ,41555,                    ,4,738,738,70.12,41795.67089,473,738,Images\AR_201_219008_473.pdf,
101,206834,Gateway Construction     ,41694,FEB BILLING         ,5,37755.06,48364,42.42,41795.67089,5974,37755.06,Images\AR_201_206834_5974.pdf,
101,217587,Unico                    ,40905,DECEMBER BILLING    ,2,821.92,5864,557.08,41795.67089,4520,821.92,Images\AR_201_217587_4520.pdf,
101,210744,MICROSOFT C/O CBRE       ,41614,JULY BILLING        ,4,730.31,5625.65,534.44,41795.67089,1273,730.31,Images\AR_201_210744_1273.pdf,
101,210744,MICROSOFT C/O CBRE       ,41671,AUG-BACK OUT PER KG ,6,5033.81,4169.7,396.11,41795.67089,1369,5033.81,Images\AR_201_210744_1369.pdf,
101,204854,Davis Schueller Inc      ,41534,SEPTEMBER BILLING   ,6,2850.81,14370.82,374.49,41795.67089,3831,2850.81,Images\AR_201_204854_3831.pdf,
101,210744,MICROSOFT C/O CBRE       ,41516,AUGUST BILLING      ,6,1368.82,1442.5,137.04,41795.67089,5676,1368.82,Images\AR_201_210744_5676.pdf,
101,210744,MICROSOFT C/O CBRE       ,41544,SEPTEMBER BILLING   ,5,610,116080.81,72.2,41795.67089,7225,610,Images\AR_201_210744_7225.pdf,
101,204952,Dewalt Construction & Dev,41563,OCTOBER BILLING     ,3,14109.7,18924.09,703.44,41795.67089,973,14109.7,Images\AR_201_204952_973.pdf,
101,210744,MICROSOFT C/O CBRE       ,41576,OCOTBER BILLING     ,5,1176,676930.54,111.72,41795.67089,2820,1176,Images\AR_201_210744_2820.pdf,
101,210744,MICROSOFT C/O CBRE       ,41595,NOV BILLING         ,4,52027.49,2143.43,203.63,41795.67089,3446,52027.49,Images\AR_201_210744_3446.pdf,
101,210744,MICROSOFT C/O CBRE       ,41641,NOV CREDIT & REBILL ,3,2583.84,2720,211.85,41795.67089,7795,2583.84,Images\AR_201_210744_7795.pdf,
101,210744,MICROSOFT C/O CBRE       ,41594,NOV BILLING         ,3,27838.95,1205.25,161.05,41795.67089,3064,27838.95,Images\AR_201_210744_3064.pdf,
101,210744,MICROSOFT C/O CBRE       ,41639,DECEMBER BILLING    ,5,2750.28,341922.33,294.62,41795.67089,9986,2750.28,Images\AR_201_210744_9986.pdf,
101,210744,MICROSOFT C/O CBRE       ,41726,NOVEMBER BILLING    ,6,13839.16,13839.16,1314.72,41795.67089,3094,13839.16,Images\AR_201_210744_3094.pdf,
101,210744,MICROSOFT C/O CBRE       ,41628,DEC BILLING         ,5,2432,522729.98,231.04,41795.67089,4231,2432,Images\AR_201_210744_4231.pdf,
101,210744,MICROSOFT C/O CBRE       ,41704,CREDIT              ,6,65555.22,326.82,31.04,41795.67089,2383,65555.22,Images\AR_201_210744_2383.pdf,
101,210744,MICROSOFT C/O CBRE       ,41699,JAN BILLING BACKOUT ,4,9317.09,-7492.76,211.85,41795.67089,8368,9317.09,Images\AR_201_210744_8368.pdf,
101,210744,MICROSOFT C/O CBRE       ,41699,JAN BILLING W/TAX   ,6,9352.96,7369.88,700.14,41795.67089,9072,9352.96,Images\AR_201_210744_9072.pdf,
101,210744,MICROSOFT C/O CBRE       ,41667,JAN BILLING         ,5,5934.84,53348.73,722.94,41795.67089,3581,5934.84,Images\AR_201_210744_3581.pdf,
101,215593,Schuchart Corporation    ,41683,FEBRUARY BILLING    ,5,109112.01,109669.1,33.09,41795.67089,1209,109112.01,Images\AR_201_215593_1209.pdf,
101,215593,Schuchart Corporation    ,41683,FEBRUARY BILLING    ,5,13178.12,19330.29,451.72,41795.67089,9912,13178.12,Images\AR_201_215593_9912.pdf,
101,201291,Aronson Security Group   ,41683,FEBRUARY BILLING    ,8,12136.4,25642.54,69.64,41795.67089,9548,12136.4,Images\AR_201_201291_9548.pdf,
101,206647,GLY Construction         ,41711,MAR BILLING         ,5,28051.74,32478.56,7.66,41795.67089,9854,28051.74,Images\AR_201_206647_9854.pdf,
101,210744,MICROSOFT C/O CBRE       ,41716,MARCH BILLING       ,6,249008.22,280175.8,190,41795.67089,2186,249008.22,Images\AR_201_210744_2186.pdf,
101,210744,MICROSOFT C/O CBRE       ,41719,MARCH BILLING       ,8,19729.84,20974.04,1992.54,41795.67089,8894,19729.84,Images\AR_201_210744_8894.pdf,
101,210744,MICROSOFT C/O CBRE       ,41719,MARCH BILLING       ,4,251310.36,279233.74,26527.2,41795.67089,887,251310.36,Images\AR_201_210744_887.pdf,
101,215593,Schuchart Corporation    ,41711,MARCH BILLING       ,5,6227.94,7193.54,49.78,41795.67089,8880,6227.94,Images\AR_201_215593_8880.pdf,
101,215593,Schuchart Corporation    ,41711,MARCH BILLING       ,5,1036.68,1810.08,17.91,41795.67089,2141,1036.68,Images\AR_201_215593_2141.pdf,
101,210744,MICROSOFT C/O CBRE       ,41727,MARCH BILLING       ,6,53394.52,60758.28,64.28,41795.67089,6204,53394.52,Images\AR_201_210744_6204.pdf,
101,210744,MICROSOFT C/O CBRE       ,41725,MARCH BILLING       ,6,47515.18,56272.54,208.9,41795.67089,6133,47515.18,Images\AR_201_210744_6133.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41176,SEPTEMBER BILLING   ,5,926.84,20711.84,107.04,41795.67089,8011,926.84,Images\AR_201_210607_8011.pdf,
101,218885,Wunderlich Malec         ,41227,OCT BILLING         ,7,97.87,526648,239.26,41795.67089,3894,97.87,Images\AR_201_218885_3894.pdf,
101,217372,Turner Construction      ,41325,DECEMBER BILLING    ,5,513083.12,70202,294.98,41795.67089,504,513083.12,Images\AR_201_217372_504.pdf,
101,215903,Skanska                  ,41330,FEBRUARY BILLING    ,7,97.87,526648,239.26,41795.67089,7241,97.87,Images\AR_201_215903_7241.pdf,
101,206972,Goodman Networks         ,41358,MARCH BILLING       ,5,3661.83,88214,1792.46,41795.67089,558,3661.83,Images\AR_201_206972_558.pdf,
101,217587,Unico                    ,41374,APRIL BILLING       ,4,8476,8476,805.22,41795.67089,8200,8476,Images\AR_201_217587_8200.pdf,
101,202839,CBRE                     ,41523,SEPTEMBER BILLING   ,6,19200.2,22879,2134.31,41795.67089,3990,19200.2,Images\AR_201_202839_3990.pdf,
101,202839,CBRE                     ,41523,SEPTEMBER BILLING   ,4,829.87,2246.08,205.38,41795.67089,7567,829.87,Images\AR_201_202839_7567.pdf,
101,202839,CBRE                     ,41523,SEPTEMBER BILLING   ,6,2617.36,3822.98,359.92,41795.67089,6757,2617.36,Images\AR_201_202839_6757.pdf,
101,215904,Skanska USA Bldg OR Divis,41384,MAR BILLING         ,5,32042,5715.68,75.4,41795.67089,4285,32042,Images\AR_201_215904_4285.pdf,
101,215903,Skanska                  ,41414,MAY BILLING         ,7,17366.46,730551.23,1653,41795.67089,2507,17366.46,Images\AR_201_215903_2507.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41414,MAY BILLING         ,5,1126.84,6626.84,107.04,41795.67089,2606,1126.84,Images\AR_201_210607_2606.pdf,
101,215904,Skanska USA Bldg OR Divis,41429,JUNE BILLING        ,6,5262.48,374039.3,1155.2,41795.67089,3329,5262.48,Images\AR_201_215904_3329.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41445,JUN BILLING         ,5,746,72482,70.88,41795.67089,5884,746,Images\AR_201_210607_5884.pdf,
101,213644,Providence Washington Reg,41453,JUNE BILLING        ,4,48398,48398,3823.44,41795.67089,2153,48398,Images\AR_201_213644_2153.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41473,JUL BILLING         ,6,167.54,191113.54,116.8,41795.67089,291,167.54,Images\AR_201_210607_291.pdf,
101,219239,Crown Castle             ,41500,AUG BILLING         ,2,457.65,7975.31,757.65,41795.67089,8390,457.65,Images\AR_201_219239_8390.pdf,
101,215904,Skanska USA Bldg OR Divis,41502,AUGUST BILLING      ,4,27901.93,174496.85,97.76,41795.67089,9190,27901.93,Images\AR_201_215904_9190.pdf,
101,215903,Skanska                  ,41537,SEPT BILLING        ,5,2976.8,44705.8,282.8,41795.67089,6081,2976.8,Images\AR_201_215903_6081.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41542,SEPT BILLING        ,5,291.24,15151.24,25.62,41795.67089,9064,291.24,Images\AR_201_210607_9064.pdf,
101,211389,Microsoft Corporation    ,41571,PO#95955672         ,2,3695.32,13944,1101.58,41795.67089,684,3695.32,Images\AR_201_211389_684.pdf,
101,211389,Microsoft Corporation    ,41571,PO#95971035         ,2,2929.97,7427,586.73,41795.67089,8221,2929.97,Images\AR_201_211389_8221.pdf,
101,205838,FAA Western Logistics    ,41569,OCT BILLING         ,4,2163.39,3776,133.19,41795.67089,4965,2163.39,Images\AR_201_205838_4965.pdf,
101,207683,Holder Construction Group,41570,OCTOBER BILLING     ,3,7257.08,105916.67,0.87,41795.67089,5010,7257.08,Images\AR_201_207683_5010.pdf,
101,201291,Aronson Security Group   ,41597,NOVEMBER BILLING    ,4,343041.68,9072,134.9,41795.67089,2109,343041.68,Images\AR_201_201291_2109.pdf,
101,205838,FAA Western Logistics    ,41599,NOV BILLING         ,5,587.21,1349.21,55.37,41795.67089,6295,587.21,Images\AR_201_205838_6295.pdf,
101,215903,Skanska                  ,41598,NOVEMBER BILLING    ,5,1149.51,3913.98,137.84,41795.67089,7194,1149.51,Images\AR_201_215903_7194.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41599,NOV BILLING         ,3,6671.3,102720.3,68.43,41795.67089,4740,6671.3,Images\AR_201_210607_4740.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41598,NOV BILLING         ,3,8461.73,-101479,49.5,41795.67089,912,8461.73,Images\AR_201_210607_912.pdf,
101,207683,Holder Construction Group,41604,NOV BILLING         ,5,87342.46,57449,1.74,41795.67089,3095,87342.46,Images\AR_201_207683_3095.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41603,NOV BILLING         ,5,16290.34,25801.74,399.16,41795.67089,8682,16290.34,Images\AR_201_210607_8682.pdf,
101,219536,Stessa Business Park LLC ,41681,FEB BILLING         ,4,111758.92,111758.9,8605.44,41795.67089,1936,111758.92,Images\AR_201_219536_1936.pdf,
101,219202,Yahoo                    ,41619,DECEMBER BILLING    ,5,51934,55281.5,4266,41795.67089,8276,51934,Images\AR_201_219202_8276.pdf,
101,207343,Holland America Cruise Li,41617,NOVEMBER BILLING    ,4,74866.98,74924,7117.78,41795.67089,7347,74866.98,Images\AR_201_207343_7347.pdf,
101,207343,Holland America Cruise Li,41617,DECEMBER BILLING    ,4,12072,12072,1146.84,41795.67089,5053,12072,Images\AR_201_207343_5053.pdf,
101,207343,Holland America Cruise Li,41617,DECEMBER BILLING    ,4,3678,3678,349.42,41795.67089,4941,3678,Images\AR_201_207343_4941.pdf,
101,208463,JONES LANG LASALLE       ,41662,JAN REBILL W/ TAX   ,4,8968,8968,851.96,41795.67089,193,8968,Images\AR_201_208463_193.pdf,
101,201291,Aronson Security Group   ,41689,JAN BILLING         ,4,57654.3,67837.6,63.94,41795.67089,6243,57654.3,Images\AR_201_201291_6243.pdf,
101,207683,Holder Construction Group,41654,JAN BILLING         ,3,34350,314104.28,0.87,41795.67089,7067,34350,Images\AR_201_207683_7067.pdf,
101,212715,PCL Construction         ,41668,JANUARY BILLING     ,6,300737.7,316566,30073.78,41795.67089,6357,300737.7,Images\AR_201_212715_6357.pdf,
101,212715,PCL Construction         ,41669,JANUARY BILLING     ,6,155641.5,164272,15605.84,41795.67089,1462,155641.5,Images\AR_201_212715_1462.pdf,
101,218846,Wireless Concepts        ,41685,CREDIT AND REBILL   ,6,15307.76,14906.7,1571.36,41795.67089,1577,15307.76,Images\AR_201_218846_1577.pdf,
101,205352,ENVIRO MECHANICAL        ,41680,FEB BILLING         ,4,12327.68,32752.67,200.32,41795.67089,6133,12327.68,Images\AR_201_205352_6133.pdf,
101,210744,MICROSOFT C/O CBRE       ,41684,FEBRARY BILLING     ,6,37436.29,38032.35,3613.07,41795.67089,1574,37436.29,Images\AR_201_210744_1574.pdf,
101,210607,MCKINSTRY ESSENTION INC  ,41684,FEB BILLING         ,6,5846.58,15799,44.18,41795.67089,8629,5846.58,Images\AR_201_210607_8629.pdf,
101,210744,MICROSOFT C/O CBRE       ,41706,MARCH BILLING       ,4,97663.5,108515,10308.92,41795.67089,8986,97663.5,Images\AR_201_210744_8986.pdf,
101,217372,Turner Construction      ,41691,FEBRUARY BILLING    ,4,18846.1,31859.5,1039.54,41795.67089,1910,18846.1,Images\AR_201_217372_1910.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96048402        ,4,45644.86,45644.86,3605.94,41795.67089,998,45644.86,Images\AR_201_211389_998.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96048409        ,4,45559.98,45559.98,3599.24,41795.67089,3933,45559.98,Images\AR_201_211389_3933.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96048421        ,4,42362.9,42386.48,3348.54,41795.67089,2795,42362.9,Images\AR_201_211389_2795.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96151781        ,4,2278.24,4726,373.36,41795.67089,5672,2278.24,Images\AR_201_211389_5672.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96131926        ,4,29404.9,30016,2371.26,41795.67089,3967,29404.9,Images\AR_201_211389_3967.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96135277        ,4,51320.02,52206,4124.28,41795.67089,3566,51320.02,Images\AR_201_211389_3566.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 95955613        ,4,37144.46,37508,2963.14,41795.67089,9111,37144.46,Images\AR_201_211389_9111.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96098715        ,4,81669.96,82362,6506.6,41795.67089,1779,81669.96,Images\AR_201_211389_1779.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 96135230        ,4,20563.9,21222,1676.54,41795.67089,835,20563.9,Images\AR_201_211389_835.pdf,
101,215904,Skanska USA Bldg OR Divis,41695,FEB BILLING         ,4,4801.74,15971.2,823.12,41795.67089,8581,4801.74,Images\AR_201_215904_8581.pdf,
101,204989,Disney Connected and Adva,41698,FEB BILLING         ,4,120000,120000,11400,41795.67089,6385,120000,Images\AR_201_204989_6385.pdf,
101,219352,Disney Facility Services ,41698,FEB BILLING         ,4,349297.78,351621.2,33404.02,41795.67089,4947,349297.78,Images\AR_201_219352_4947.pdf,
101,211389,Microsoft Corporation    ,41697,PO# 95891851        ,4,19212.08,20974.08,1992.54,41795.67089,6031,19212.08,Images\AR_201_211389_6031.pdf,
