"Company"|"InvoiceNumber"|"CustGroup"|"Customer"|"CustomerName"|"TransactionDate"|"InvoiceDescription"|"DetailLineCount"|"AmountDue"|"OriginalAmount"|"Tax"
"201"|"  S1148613"|"101"|"209520"|"Koehler & Company        "|"5/17/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-86.90"|"914.75"|"86.90"
"201"|"  S1148713"|"101"|"209520"|"Koehler & Company        "|"5/17/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-250.61"|"2638.00"|"250.61"
"201"|"  S1148813"|"101"|"205719"|"Escala                   "|"5/17/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-80.57"|"848.09"|"80.57"
"201"|"  S1149013"|"101"|"215562"|"Saratoga Commercial Manag"|"5/17/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-50.15"|"576.49"|"50.15"
"201"|"  S1150413"|"101"|"212171"|"Numira Biosciences       "|"5/17/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"762.38"|"762.38"|"72.42"
"201"|"  S1159713"|"101"|"201224"|"Arden Realty Inc Canyon P"|"5/21/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-13.24"|"139.36"|"13.24"
"201"|"  S1160013"|"101"|"211859"|"NP Hotel                 "|"5/21/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"4581.00"|"4581.00"|"435.20"
"201"|"  S1161012"|"101"|"216944"|"Tarragon                 "|"5/16/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-149.17"|"1570.25"|"149.17"
"201"|"  S1161512"|"101"|"212388"|"Optimal                  "|"5/16/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"191.27"|"-2079.07"|"-191.27"
"201"|"  S1161712"|"101"|"212388"|"Optimal                  "|"5/16/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-183.91"|"1999.04"|"183.91"
"201"|"  S1164412"|"101"|"202823"|"CBRE                     "|"5/17/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-302.31"|"3182.25"|"302.31"
"201"|"  S1169313"|"101"|"211388"|"Microsoft Corporation    "|"5/22/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-313028.61"|"6786.14"|"0.00"
"201"|"  S1176602"|"101"|"216154"|"Steel Icon               "|"3/12/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-171.95"|"1932.00"|"171.95"
"201"|"  S1177413"|"101"|"203854"|"City of Auburn City Hall "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-134.14"|"1412.00"|"134.14"
"201"|"  S1177613"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-20.38"|"237.00"|"20.38"
"201"|"  S1177713"|"101"|"203764"|"Chiles & Company Inc     "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-144.88"|"1525.00"|"144.88"
"201"|"  S1177813"|"101"|"201224"|"Arden Realty Inc Canyon P"|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-145.41"|"1530.67"|"145.41"
"201"|"  S1177913"|"101"|"205719"|"Escala                   "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-1451.05"|"15274.25"|"1451.05"
"201"|"  S1178113"|"101"|"209589"|"LA Fitness               "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-1626.45"|"2779.00"|"264.01"
"201"|"  S1178213"|"101"|"209589"|"LA Fitness               "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-246.62"|"2596.00"|"246.62"
"201"|"  S1178313"|"101"|"210283"|"Love Culture             "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-233543.89"|"352.50"|"33.49"
"201"|"  S1178413"|"101"|"202776"|"CB Richard Ellis         "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-62.67"|"659.67"|"62.67"
"201"|"  S1178713"|"101"|"213641"|"Providence Point         "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-120.46"|"1268.00"|"120.46"
"201"|"  S1179413"|"101"|"208425"|"JOHN PIETROMONACO        "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-374.09"|"3937.75"|"374.09"
"201"|"  S1179513"|"101"|"201232"|"Arden Realty Inc Redmond "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-68.97"|"726.00"|"68.97"
"201"|"  S1179613"|"101"|"215946"|"Snohomish County Fire    "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-43.46"|"457.50"|"43.46"
"201"|"  S1179713"|"101"|"202461"|"Branded Source Properties"|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-74.50"|"784.16"|"74.50"
"201"|"  S1179813"|"101"|"202461"|"Branded Source Properties"|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-74.50"|"784.17"|"74.50"
"201"|"  S1179913"|"101"|"203828"|"Citibank NA, Inc         "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-67.64"|"712.00"|"67.64"
"201"|"  S1180413"|"101"|"203828"|"Citibank NA, Inc         "|"5/23/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"31.73"|"-334.00"|"-31.73"
"201"|"  S1186013"|"101"|"208904"|"Jones Lang LaSalle       "|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-5513.82"|"67241.75"|"5513.82"
"201"|"  S1186113"|"101"|"206151"|"Fairn & Swanson          "|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-35.36"|"372.25"|"35.36"
"201"|"  S1186413"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-18.44"|"212.00"|"18.44"
"201"|"  S1186613"|"101"|"218863"|"Woodinville Fire & Rescue"|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-18.17"|"211.33"|"18.17"
"201"|"  S1186713"|"101"|"205528"|"Eden Hill                "|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-338.20"|"3560.00"|"338.20"
"201"|"  S1186813"|"101"|"215662"|"Seattle Children's Resear"|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-63.84"|"672.00"|"63.84"
"201"|"  S1190712"|"101"|"200136"|"428 Westlake LLC         "|"5/22/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-1091.69"|"11491.50"|"1091.69"
"201"|"  S1193702"|"101"|"204928"|"Dept of Ecology Bldg Svcs"|"3/15/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-70.25"|"878.16"|"70.25"
"201"|"  S1194002"|"101"|"217292"|"Trammell Crow            "|"3/15/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-173.24"|"1968.60"|"173.24"
"201"|"  S1196313"|"101"|"215562"|"Saratoga Commercial Manag"|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"50.15"|"-576.49"|"-50.15"
"201"|"  S1197013"|"101"|"216153"|"Steamworks               "|"5/24/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-122.46"|"1289.00"|"122.46"
"201"|"  S1197902"|"101"|"208478"|"JOSEPH FINELLI           "|"3/15/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-14.53"|"165.00"|"14.53"
"201"|"  S1203213"|"101"|"219069"|"Home Depot #1808"|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"-24962.90"|"1152.98"|"100.30"
"201"|"  S1203313"|"101"|"201223"|"Arden Realty Inc Canyon P"|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-53.82"|"566.48"|"53.82"
"201"|"  S1203813"|"101"|"206203"|"Federal Way Public School"|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-98.56"|"1037.50"|"98.56"
"201"|"  S1204413"|"101"|"201225"|"Arden Realty Inc Canyon P"|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-25.56"|"269.00"|"25.56"
"201"|"  S1205513"|"101"|"201317"|"Ashton Development       "|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-797.22"|"334.00"|"28.72"
"201"|"  S1205812"|"101"|"215946"|"Snohomish County Fire    "|"5/23/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-22.33"|"235.00"|"22.33"
"201"|"  S1205912"|"101"|"215946"|"Snohomish County Fire    "|"5/23/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-22.33"|"235.00"|"22.33"
"201"|"  S1206012"|"101"|"215946"|"Snohomish County Fire    "|"5/23/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-22.33"|"235.00"|"22.33"
"201"|"  S1206112"|"101"|"215946"|"Snohomish County Fire    "|"5/23/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-22.33"|"235.00"|"22.33"
"201"|"  S1206313"|"101"|"209997"|"Langley Investment Proper"|"5/28/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"1"|"-263.00"|"750.00"|"0.00"
"201"|"  S1213313"|"101"|"219392"|"Sabey Intergate Quincy LL"|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-423.64"|"5362.50"|"423.64"
"201"|"  S1213413"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-58.78"|"618.75"|"58.78"
"201"|"  S1213513"|"101"|"209173"|"KINGSGATE CONVENIENCE CEN"|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-12.73"|"134.00"|"12.73"
"201"|"  S1213613"|"101"|"203850"|"City Place V, SEA 29 Ariz"|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"-6333.81"|"87105.00"|"1038.35"
"201"|"  S1213813"|"101"|"200779"|"AVI SPL                  "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-982.29"|"592.50"|"56.29"
"201"|"  S1213913"|"101"|"212607"|"PATRICE AULD             "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-55.55"|"584.75"|"55.55"
"201"|"  S1214013"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-11.89"|"145.00"|"11.89"
"201"|"  S1214302"|"101"|"202654"|"CAMPUS SQUARE            "|"3/20/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-26.75"|"303.94"|"26.75"
"201"|"  S1214313"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-66.05"|"695.25"|"66.05"
"201"|"  S1214513"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-41.44"|"436.25"|"41.44"
"201"|"  S1214613"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-56.12"|"590.75"|"56.12"
"201"|"  S1214713"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-67.50"|"710.50"|"67.50"
"201"|"  S1214813"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-139.92"|"1472.83"|"139.92"
"201"|"  S1214913"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-24.75"|"260.50"|"24.75"
"201"|"  S1215013"|"101"|"203854"|"City of Auburn City Hall "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-321.20"|"3381.00"|"321.20"
"201"|"  S1215113"|"101"|"209012"|"KATHY CASEY FOOD STUDIOS "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-28.45"|"299.50"|"28.45"
"201"|"  S1215213"|"101"|"208081"|"Intrepid Learning Solutio"|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-59.95"|"631.00"|"59.95"
"201"|"  S1215313"|"101"|"209589"|"LA Fitness               "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"4783.21"|"1703.00"|"161.79"
"201"|"  S1215413"|"101"|"209601"|"LAFARGE LAB              "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-40.60"|"427.33"|"40.60"
"201"|"  S1215613"|"101"|"205689"|"Equity Residential       "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-285.02"|"3000.25"|"285.02"
"201"|"  S1216113"|"101"|"201233"|"Arden Realty Inc Redmond "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-121.60"|"1280.00"|"121.60"
"201"|"  S1216413"|"101"|"215711"|"Seattle Service Asphalt  "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-50557.85"|"614.50"|"52.85"
"201"|"  S1220702"|"101"|"201171"|"Applebee's Restaurant    "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"1"|"-8864.00"|"80.00"|"0.00"
"201"|"  S1220802"|"101"|"208596"|"Janet Eisman             "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-23.03"|"261.65"|"23.03"
"201"|"  S1220902"|"101"|"209264"|"Kappes Miller Management "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"-500.65"|"5689.17"|"500.65"
"201"|"  S1221002"|"101"|"204523"|"DICK PARSELL             "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-154.00"|"1750.00"|"154.00"
"201"|"  S1221012"|"101"|"202347"|"BlackRock                "|"5/25/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-793.68"|"9798.50"|"793.68"
"201"|"  S1221102"|"101"|"212521"|"PACIFIC REGENT           "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-70.22"|"798.00"|"70.22"
"201"|"  S1221302"|"101"|"205197"|"EASTLAKE CENTER I        "|"3/23/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-8.84"|"100.50"|"8.84"
"201"|"  S1221913"|"101"|"209589"|"LA Fitness               "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-4306.66"|"2464.00"|"206.98"
"201"|"  S1222013"|"101"|"209589"|"LA Fitness               "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-52.21"|"-11497.18"|"0.00"
"201"|"  S1222213"|"101"|"214561"|"Ross Stores, Inc         "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"1691.00"|"1691.00"|"0.00"
"201"|"  S1222312"|"101"|"205676"|"Equinix Services Inc     "|"5/25/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-267.58"|"2816.67"|"267.58"
"201"|"  S1222313"|"101"|"217831"|"Vancouver Clinic         "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-577.50"|"6875.00"|"577.50"
"201"|"  S1222913"|"101"|"201369"|"Aventine Apartments      "|"5/29/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-13443.18"|"1265.00"|"120.18"
"201"|"  S1224612"|"101"|"209227"|"KORRY ELECTRONICS        "|"5/25/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-1957.10"|"20601.00"|"1957.10"
"201"|"  S1224713"|"101"|"217566"|"Goodrich Corp            "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-133.09"|"1529.75"|"133.09"
"201"|"  S1226613"|"101"|"200424"|"ALDERWOOD                "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-295.01"|"3105.34"|"295.01"
"201"|"  S1226813"|"101"|"209702"|"LBA Realty BPCC-R2W300   "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-51.11"|"538.00"|"51.11"
"201"|"  S1226913"|"101"|"215946"|"Snohomish County Fire    "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-5.08"|"53.50"|"5.08"
"201"|"  S1227013"|"101"|"215946"|"Snohomish County Fire    "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-15.63"|"164.50"|"15.63"
"201"|"  S1227313"|"101"|"214934"|"SFERS REAL ESTATE CORP. F"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-661.20"|"6960.00"|"661.20"
"201"|"  S1227413"|"101"|"218863"|"Woodinville Fire & Rescue"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-152.70"|"1607.34"|"152.70"
"201"|"  S1227513"|"101"|"218863"|"Woodinville Fire & Rescue"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-49.94"|"580.67"|"49.94"
"201"|"  S1227613"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-15.31"|"176.00"|"15.31"
"201"|"  S1227713"|"101"|"208904"|"Jones Lang LaSalle       "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-3942.62"|"41501.30"|"3942.62"
"201"|"  S1228913"|"101"|"209589"|"LA Fitness               "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-21826.79"|"1703.00"|"161.79"
"201"|"  S1229713"|"101"|"208905"|"Jones Lang LaSalle Americ"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"6332.16"|"6332.16"|"601.56"
"201"|"  S1229913"|"101"|"208905"|"Jones Lang LaSalle Americ"|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"1532.70"|"1532.70"|"0.00"
"201"|"  S1230013"|"101"|"205401"|"ESSEX PROPERTY TRUST     "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-57.24"|"602.55"|"57.24"
"201"|"  S1230602"|"101"|"200722"|"AT&T Wireless Services   "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-4369.00"|"510.50"|"44.92"
"201"|"  S1230702"|"101"|"202175"|"Bellevue Fire Department "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-87.04"|"989.00"|"87.04"
"201"|"  S1230802"|"101"|"218875"|"World Vision Inc         "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-28.69"|"326.00"|"28.69"
"201"|"  S1230902"|"101"|"200178"|"7-Eleven Inc             "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-36.83"|"418.50"|"36.83"
"201"|"  S1231002"|"101"|"203844"|"City Investors XIII LLC  "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-236.72"|"2690.00"|"236.72"
"201"|"  S1231202"|"101"|"216020"|"Spartas                  "|"3/24/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-9.68"|"110.00"|"9.68"
"201"|"  S1231713"|"101"|"213514"|"Port of Seattle          "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-3675.82"|"38692.79"|"3675.82"
"201"|"  S1231913"|"101"|"213514"|"Port of Seattle          "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-284.48"|"2994.53"|"284.48"
"201"|"  S1232613"|"101"|"204552"|"DJMI, LLC                "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-97.98"|"1031.37"|"97.98"
"201"|"  S1238813"|"101"|"215400"|"SUNSET WEST CONDOS       "|"5/30/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-204.58"|"2153.48"|"204.58"
"201"|"  S1240502"|"101"|"203885"|"City of Kent Facilities  "|"3/25/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-174.94"|"1988.00"|"174.94"
"201"|"  S1240602"|"101"|"208425"|"JOHN PIETROMONACO        "|"3/25/2002 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-106.47"|"1209.91"|"106.47"
"201"|"  S1244213"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-15.39"|"162.00"|"15.39"
"201"|"  S1244313"|"101"|"215400"|"SUNSET WEST CONDOS       "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-130.58"|"1374.50"|"130.58"
"201"|"  S1244513"|"101"|"203474"|"Campagne                 "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"5"|"-351.88"|"3704.00"|"351.88"
"201"|"  S1245513"|"101"|"202786"|"CB Richard Ellis Canyon P"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-59.61"|"627.50"|"59.61"
"201"|"  S1245812"|"101"|"208904"|"Jones Lang LaSalle       "|"5/30/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-522.31"|"5498.00"|"522.31"
"201"|"  S1246013"|"101"|"201317"|"Ashton Development       "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-9406.80"|"51400.00"|"4420.40"
"201"|"  S1247113"|"101"|"209699"|"LBA Realty BPCC-R2364    "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-132.06"|"1390.10"|"132.06"
"201"|"  S1249713"|"101"|"206174"|"Farestart                "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-56.09"|"590.38"|"56.09"
"201"|"  S1250613"|"101"|"214934"|"SFERS REAL ESTATE CORP. F"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-392.92"|"4136.00"|"392.92"
"201"|"  S1250713"|"101"|"203882"|"City of Issaquah         "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-161.31"|"1698.00"|"161.31"
"201"|"  S1250913"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-26.24"|"328.00"|"26.24"
"201"|"  S1251013"|"101"|"202587"|"Business Property Develop"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-165.35"|"1879.00"|"165.35"
"201"|"  S1251113"|"101"|"201983"|"BUCKLE                   "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-24.30"|"258.50"|"24.30"
"201"|"  S1251313"|"101"|"209589"|"LA Fitness               "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-1074.15"|"2491.00"|"234.15"
"201"|"  S1251713"|"101"|"214561"|"Ross Stores, Inc         "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-79.48"|"845.50"|"79.48"
"201"|"  S1252113"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-41.36"|"470.00"|"41.36"
"201"|"  S1252211"|"101"|"210900"|"MUKILTEO SCHOOL DISTRICT "|"5/16/2011 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-482.13"|"5075.00"|"482.13"
"201"|"  S1252213"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-56.25"|"598.42"|"56.25"
"201"|"  S1252313"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-62.42"|"664.00"|"62.42"
"201"|"  S1252513"|"101"|"219072"|"CAFE LAGO"|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"1"|"-1708.00"|"2033.50"|"0.00"
"201"|"  S1253013"|"101"|"218957"|"Yates, Wood & MacDonald  "|"5/31/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-89.21"|"939.00"|"89.21"
"201"|"  S1256112"|"101"|"207081"|"Group Health Cooperative "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-180.12"|"1896.00"|"180.12"
"201"|"  S1256212"|"101"|"214769"|"SCIDPDA                  "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"-213.09"|"2243.00"|"213.09"
"201"|"  S1257012"|"101"|"216398"|"Sweetbrier Apartments    "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"3"|"-217.65"|"2291.00"|"217.65"
"201"|"  S1257212"|"101"|"217893"|"Views at Madison         "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"4"|"-88.23"|"928.75"|"88.23"
"201"|"  S1257412"|"101"|"218720"|"Westlake Village         "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-403.94"|"4252.00"|"403.94"
"201"|"  S1257912"|"101"|"208904"|"Jones Lang LaSalle       "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-3974.34"|"41835.11"|"3974.34"
"201"|"  S1258512"|"101"|"206154"|"Fairwinds Brighton Court "|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-142.45"|"1499.50"|"142.45"
"201"|"  S1261012"|"101"|"210163"|"Limited Brands Invoice Pr"|"5/31/2012 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-76.50"|"535.50"|"0.00"
"201"|"  S1265713"|"101"|"215123"|"Sigma Chapter of Alpha Ph"|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-112.53"|"1184.50"|"112.53"
"201"|"  S1265813"|"101"|"200623"|"ARAKAWA                  "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-28.50"|"300.00"|"28.50"
"201"|"  S1265913"|"101"|"201342"|"Atlantic Street Center   "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-43.99"|"463.00"|"43.99"
"201"|"  S1266013"|"101"|"200743"|"ATS                      "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-73.65"|"775.25"|"73.65"
"201"|"  S1266113"|"101"|"202021"|"Badgley, Phelps and Bell,"|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-20.05"|"211.00"|"20.05"
"201"|"  S1266213"|"101"|"202097"|"Barney Ebsworth          "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-83.90"|"883.16"|"83.90"
"201"|"  S1266313"|"101"|"201520"|"BELGATE PRINTING         "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-14.06"|"148.00"|"14.06"
"201"|"  S1266513"|"101"|"202319"|"Billy Baroo's Restaurant "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-21.57"|"227.00"|"21.57"
"201"|"  S1266613"|"101"|"209417"|"Kidder Mathews           "|"6/4/2013 12:00:00 AM"|"SERVICEALLIANCE     "|"2"|"-35.46"|"373.25"|"35.46"
